X,Y,OBJECTID,CNES,NOME,CAP,EQUIPES,ENDERECO,BAIRRO,TELEFONE,EMAIL,HORARIO_SEMANA,HORARIO_SABADO,TIPO_ABC,TIPO_UNIDADE,DATA_INAUGURACAO,Flg_Ativo,CNES_,GlobalID
-4806637.4197,-2623079.925,916,2708434,SMS CMS MANOEL JOSE FERREIRA - AP 21,21,4 - BOTAFOGO,"RUA SILVEIRA MARTINS, 161",CATETE,(21) 2225-7505,cmsmanoeljoseferreira@vivario.org.br,8 às 18h,8 às 12h,B,CMS,1956/06/13 03:00:00+00,,2708434,f7f88db8-98c0-4304-ae3e-a1bf784f5361
-4814179.1811,-2619282.3728,917,7052049,SMS CF CARIOCA - AP 32,32,13 - MEIER,"RUA BERGAMO, 320",ROCHA,(21) 2501-6577,bairrocarioca32@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2012/07/06 03:00:00+00,,7052049,1549224f-5c03-487b-bb38-a22d64d674e7
-4808324.8225,-2622252.2723,918,6873960,SMS CF SERGIO VIEIRA DE MELLO - AP 10,10,3 - RIO COMPRIDO,"AVENIDA TRINTA E UM DE MARCO, S/N",CATUMBI,(21) 2502-8666,tais.silvarj@spdm-pais.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/10/24 02:00:00+00,,6873960,65567742-acbb-4fd2-b3b1-a2a4571b736d
-4817044.2141,-2616638.5519,919,9090010,SMS CAPS III OSWALDO DOS SANTOS - AP 32,32,12 - INHAUMA,"RUA LAGOA CLARA, S/N",INHAUMA,21-20881110,capsoswaldosantos@gmail.com,8 às 19h,8 às 19h,-,CAPS,2016/10/24 02:00:00+00,,9090010,43cbb9f6-a66a-44be-ad6b-a54eb761fbf8
-4840394.0039,-2618404.8522,920,6852203,SMS CF KELLY CRISTINA DE SA LACERDA SILVA - AP 51,51,17 - BANGU,"AVENIDA CARLOS SAMPAIO CORREA, S/N",SENADOR CAMARA,3463-0644,admkellycristina@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/09/08 03:00:00+00,,6852203,7ac609e3-7ae4-437c-83b6-a55203202dd6
-4822521.5782,-2608756.5528,921,2296535,SMS CMS NAGIB JORGE FARAH - AP 31,31,31 - VIGARIO GERAL,"PRACA SOLDADO MICHEL CHEIB, S/N",JARDIM AMERICA,33577006,cmsnagib@vivario.org.br,7 às 18h,8 às 12h,B,CMS,1988/01/09 02:00:00+00,,2296535,2cd0c956-cd15-42db-b6b0-a553a6240f93
-4838561.4568,-2613569.8859,922,2270463,SMS CMS ATHAYDE JOSE DA FONSECA - AP 51,51,17 - BANGU,"AV DEZENOVE DE ABRIL RUA ROQUE BARBOSA, S/N",JARDIM BANGU,3336-1964,athaydedafonseca@yahoo.com.br,7 às 18h,8 às 12h,C,CMS,1998/10/09 03:00:00+00,,2270463,2659697a-519b-431c-a40b-a78468ddb82a
-4823217.9132,-2618112.5305,923,2708205,SMS CMS MARIO OLINTO DE OLIVEIRA - AP 33,33,15 - MADUREIRA,"RUA FERRAZ, 2",CASCADURA,21 32720011,psmooliveira@rio.rj.gov.br,7 às 18h,8 às 12h,C,CMS,1996/10/24 03:00:00+00,,2708205,eb329131-5edf-46dc-a870-a7aab0aa4b1c
-4840640.4179,-2616085.979,924,2270579,SMS CMS DR EITHEL PINHEIRO DE OLIVEIRA LIMA - AP 51,51,17 - BANGU,"ESTRADA DO TAQUARAL, S/N",SENADOR CAMARA,3332-9207,cmsepolima@gmail.com,8 às 17h,-,C,CMS,1987/09/12 03:00:00+00,,2270579,5f07cf28-0549-41df-9495-a7e2ab7f0eef
-4814796.5948,-2630722.0887,925,6551556,SMS CAPS MARIA DO SOCORRO SANTOS - AP 21,21,27 - ROCINHA,"ESTRADA DA GAVEA, 522",ROCINHA,3322-6368/ 972915772,capsmariadosocorro@vivario.org.br,24h,24h,-,CAPS,2010/03/08 03:00:00+00,,6551556,43cd0dc2-fc9f-4327-b61c-a877411a6690
-4863294.2751,-2621479.5071,926,7110324,SMS PADI PEDRO II - AP 53,53,19 - SANTA CRUZ,"RUA DO PRADO, 325",SANTA CRUZ,(21)3523-8537,faturamento.padiiabas@iabas.org.br,7 às 19h,-,-,HOSPITAL,2012/09/25 03:00:00+00,,7110324,31724311-7430-4b46-9252-aa3eabb4e87c
-4830188.2394,-2624483.421,927,9051538,SMS CAPS III MANOEL DE BARROS - AP 40,40,16 - JACAREPAGUA,"RUA NOSSA SENHORA DOS REMEDIOS, S/N",TAQUARA,34322246,capsmdb@gmail.com,8 às 18h,-,-,CAPS,2016/08/29 03:00:00+00,,9051538,2e3564f0-65df-4242-9591-ab2c96b22989
-4827529.6054,-2609974.0485,928,5315050,SMS CMS PORTUS E QUITANDA - AP 33,33,25 - PAVUNA,"RUA JORGE NOGUEIRA, S/N",PAVUNA,21 38356123,cmsportusquitanda@vivario.org.br,7 às 18h,-,B,CMS,2007/02/26 03:00:00+00,,5315050,1d85b13d-5d70-48fd-92c8-ab6f51f00eb8
-4807487.1696,-2626208.3886,929,2269651,SMS CMS DOM HELDER CAMARA - AP 21,21,4 - BOTAFOGO,"RUA VOLUNTARIOS DA PATRIA, 136",BOTAFOGO,(21) 2535-5090,pamdhcamara@rio.rj.gov.br,8 às 18h,8 às 12h,B,CMS,1975/01/02 02:00:00+00,,2269651,c311874f-f589-4c10-90c7-ac864c5c3ac4
-4811629.1099,-2629321.1221,930,2270269,SMS HOSPITAL MUNICIPAL MIGUEL COUTO - AP 21,21,6 - LAGOA,"RUA MARIO RIBEIRO, 117",GAVEA,3111-1400,hmmiguelcouto@gmail.com,24h,24h,-,HOSPITAL,1936/10/25 03:00:00+00,,2270269,30d88d63-69b3-4f2c-95b6-ac926e738666
-4810455.3183,-2621672.913,931,2269368,SMS POLICLINICA HELIO PELLEGRINO - AP 22,22,8 - TIJUCA,"RUA DO MATOSO, 96",PRACA DA BANDEIRA,20886020,pamhpellegrino@rio.rj.gov.br,7 às 19h,-,-,POLICLINICA,1931/01/10 02:00:00+00,,2269368,10550911-7600-43ef-8ded-ad323aed0418
-4832963.102,-2618101.5709,932,9023089,SMS CF ROGERIO PINTO DA MOTA - AP 51,51,33 - REALENGO,"RUA MAGALHAES GANDAVO - PRACA DO BOM CONSELHO, 204",REALENGO, ,cfrogeriopinto@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/09/30 03:00:00+00,,9023089,80f527b6-6f1b-4cd0-b54e-ad6dbe450d4d
-4836261.6848,-2615428.97,933,6901042,SMS CF NILDO EYMAR DE ALMEIDA AGUIAR - AP 51,51,33 - REALENGO,"ESTRADA GENERAL AMERICANO FREIRE, S/N",REALENGO,3464-9344,cfnildoaguiar@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/12/07 02:00:00+00,,6901042,92648220-2b90-4afb-9b2a-adc65f9552bb
-4840995.0287,-2617802.0855,934,7810172,SMS CF SANDRA REGINA SAMPAIO DE SOUZA - AP 51,51,17 - BANGU,"AVENIDA SANTA CRUZ, S/N",SENADOR CAMARA,3839-9160,cfsandraregina@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2015/11/29 02:00:00+00,,7810172,fe361867-79ae-4594-90fc-ae6aaa1a2505
-4815092.362,-2617975.5411,935,6808077,SMS CF ANTHIDIO DIAS DA SILVEIRA - AP 32,32,28 - JACAREZINHO,"AVENIDA DOM HELDER CAMARA, S/N",JACAREZINHO,(21) 2218-1462,csfanthidio@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/06/29 03:00:00+00,,6808077,f1af588e-ad0a-47b1-825d-af6583e23fc2
-4833557.3931,-2621822.5166,936,5465885,SMS CMS SANTA MARIA - AP 40,40,16 - JACAREPAGUA,"ESTRADA DO RIO PEQUENO, S/N",JACAREPAGUA,(21) 33472047,ger.santamaria.cap40@iabas.org.br,7 às 17h,-,B,CMS,2009/03/02 03:00:00+00,,5465885,0663abc1-03ba-450b-b89b-afa264cd75a2
-4850913.4892,-2625551.4083,937,5620287,SMS CF AGENOR DE MIRANDA ARAUJO NETO - AP 52,52,18 - CAMPO GRANDE,"ESTRADA DO MATO ALTO, S/N",CAMPO GRANDE,(21)33774978,ger.agenordemiranda.cap52@iabas.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/12/02 02:00:00+00,,5620287,bfb15911-bc19-4b1c-8646-b00450f33e52
-4809044.3416,-2620001.87,938,2291274,SMS CMS JOSE MESSIAS DO CARMO - AP 10,10,1 - PORTUARIA,"RUA WALDEMAR DUTRA, 55",SANTO CRISTO,21 22331690,cmsjmcarmo@rio.rj.gov.br,7 às 18h,8 às 12h,C,CMS,2005/06/10 03:00:00+00,,2291274,4c367c52-e925-4951-b41d-b0dfc0b22d6b
-4859964.0257,-2621323.3234,939,2708183,SMS CMS DECIO AMARAL FILHO - AP 53,53,19 - SANTA CRUZ,"RUA CILON CUNHA BRUM, S/N",SANTA CRUZ,(21)31581434,cmsdaf.cap53@gmail.com,7 às 18h,7 às 12h,C,CMS,1988/08/05 03:00:00+00,,2708183,0e2efa90-4cc4-4768-8567-b102e11e24c6
-4815792.6533,-2621813.5416,940,3785025,SMS CF RECANTO DO TROVADOR - AP 22,22,9 - VILA ISABEL,"RUA VISCONDE DE SANTA ISABEL, 272",VILA ISABEL,2577-7097,gerencia.cfrecantodotrovador@gmail.com,7 às 17h,-,A,CLINICA DA FAMILIA,2014/12/24 02:00:00+00,,3785025,e9daf036-0d2c-417e-88c0-b34fc50699b5
-4813380.4366,-2615747.3207,941,5476607,SMS CF ADIB JATENE - AP 31,31,30 - COMPLEXO DA MARE,"AVENIDA BENTO RIBEIRO DANTAS, S/N",MARE,(21)97999-3624,fernandabarcellos@vivario.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/01/19 02:00:00+00,,5476607,f0abb592-94c9-44a4-825b-b422e49f574f
-4833397.6899,-2619144.5949,942,6855709,SMS CF PADRE JOHN CRIBBIN (PADRE JOAO) - AP 51,51,33 - REALENGO,"ESTRADA MANOEL NOGUEIRA DE SA, S/N",REALENGO,3555-4877,cfpadrejc@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/11/11 02:00:00+00,,6855709,b8026047-8b11-43d1-a399-b55648e79304
-4814836.4877,-2630732.6747,943,6503772,SMS CF MARIA DO SOCORRO / ROCINHA - AP 21,21,27 - ROCINHA,"ESTRADA DA GAVEA, 522",ROCINHA,33226694,cfmariadosocorro@vivario.org.br,8 às 18h,-,A,CLINICA DA FAMILIA,2010/03/08 03:00:00+00,,6503772,ef4c61e5-f8cc-444c-82c6-b58083c5916e
-4816774.1901,-2631453.6706,944,3796310,SMS CMS VILA CANOAS - AP 21,21,6 - LAGOA,"ESTRADA DAS CANOAS, 610",SAO CONRADO,(21) 3322-6302,sfcanoas@vivario.org.br,8 às 17h,-,B,CMS,2002/08/26 03:00:00+00,,3796310,fcf7a006-f74c-4361-a493-b5e0cf55ed08
-4834113.3638,-2615835.9008,945,3416321,SMS CF ANTONIO GONCALVES DA SILVA - AP 51,51,33 - REALENGO,"ESTRADA DO ENGENHO NOVO, S/N",REALENGO,(21)3467-9893,cfantoniogoncalves@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2012/01/18 02:00:00+00,,3416321,f6172643-8147-45fe-9ad6-b6902a053d76
-4805800.8501,-2627141.5629,946,6632831,SMS CMS CHAPEU MANG BABILONIA - AP 21,21,5 - COPACABANA,"RUA SAO FRANCISCO, 5",LEME,(21) 3209-2779,sfchapeubabilonia@vivario.org.br,8 às 17h,-,B,CMS,2010/12/28 02:00:00+00,,6632831,a8378ca3-495e-42f3-8c8b-b75974eca113
-4824047.1628,-2616333.6973,947,2270390,SMS HOSPITAL MATERNIDADE HERCULANO PINHEIRO - AP 33,33,15 - MADUREIRA,"AV MIN EDGARD ROMERO, 276",MADUREIRA,(21)2088-6124,hmhpinheiro@rio.rj.gov.br,24h,24h,-,HOSPITAL,1965/05/24 03:00:00+00,,2270390,6892fc9d-a300-4af5-815d-b8bd7a68e7e6
-4857428.761,-2623225.78,948,6938124,SMS UPA 24 H PACIENCIA - AP 53,53,19 - SANTA CRUZ,"ESTRADA SANTA EUGENIA, S/N",PACIENCIA, ,fabiana.costarj@spdm-pais.org.br,24h,24h,-,UPA,2012/01/20 02:00:00+00,,6938124,552fed4d-5e29-4348-b8c9-b9830cec2796
-4863658.1587,-2623161.6966,949,7072406,SMS CENTRO DE CONTROLE DE ZOONOSES - AP53,53,19 - SANTA CRUZ,"LARGO DO BODEGAO, 150",SANTA CRUZ,(21) 3395-4784, ,8 às 17h,-,-,CENTRO DE REFERENCIA,2012/08/01 03:00:00+00,,7072406,8f30826d-401e-416d-9486-ba2a5af6bd1a
-4854443.3218,-2626883.9443,950,6635709,SMS CF JOSE DE PAULA LOPES PONTES - AP 52,52,26 - GUARATIBA,"RUA JABURU, S/N",GUARATIBA,(21)23948008,ger.jplp.cap52@iabas.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2010/09/19 03:00:00+00,,6635709,e98b2a60-1732-4ba0-8e0d-bad39f4ab8cb
-4814437.4946,-2624322.635,951,5358612,SMS CMS CASA BRANCA - AP 22,22,8 - TIJUCA,"ESTRADA DA CASA BRANCA, 200",TIJUCA,22983365,gerencia.casabranca@gmail.com,7 às 17h,-,B,CMS,2002/06/27 03:00:00+00,,5358612,4b900c57-21e3-44e2-8c14-bbf8a5546c46
-4834602.4711,-2617352.7357,952,3820599,SMS CF ARMANDO PALHARES AGUINAGA - AP 51,51,33 - REALENGO,"AV SANTA CRUZ, S/N",REALENGO,21 2401-7787,cfarmandopalhares@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2013/08/13 03:00:00+00,,3820599,2145b711-535b-48d5-9d37-bc7e9e54a40d
-4823461.4488,-2616867.4057,953,9072640,SMS CF MESTRE MOLEQUINHO DO IMPERIO - AP 33,33,15 - MADUREIRA,"RUA IGUACU, S/N",ENGENHEIRO LEAL,24529224,cfmestremolequinho@vivario.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/12/28 02:00:00+00,,9072640,5cb36215-c809-4a11-b70a-bc9a71b1442c
-4806318.7106,-2626325.9601,954,7052006,SMS CAPSI MAURICIO DE SOUSA - AP 21,21,4 - BOTAFOGO,"AVENIDA VENCESLAU BRAS, 65",BOTAFOGO,22950097,capsimauriciodesousa@gmail.com,8 às 17h,-,-,CAPS,2012/08/08 03:00:00+00,,7052006,18dca475-f386-4cd6-8b50-bcf3582bda7d
-4807810.5765,-2608948.6715,955,7856954,SMS CMS NEWTON ALVES CARDOZO - AP 31,31,20 - ILHA DO GOVERNADOR,"RUA DR ANTONIO MONTEIRO ANTIGA RUA COMBU, 191",JARDIM CARIOCA,(21)39752922,cmsnewtonalvescardozo@vivario.org.br,7 às 18h,8 às 12h,B,CMS,2016/02/16 02:00:00+00,,7856954,3129146b-01a4-4199-8e3d-bcf3daa18607
-4842097.3268,-2617227.255,956,2270552,SMS CMS SILVIO BARBOSA - AP 51,51,17 - BANGU,"RUA RODRIGUES DE FREITAS, S/N",SENADOR CAMARA,3331-2596,psfsilviobarboza8@gmail.com,7 às 18h,-,B,CMS,2007/08/14 03:00:00+00,,2270552,f6cbeb59-70b9-4273-b78d-bd6b15350af9
-4863225.2204,-2624612.9468,957,6581994,SMS CF JOSE ANTONIO CIRAUDO - AP 53,53,19 - SANTA CRUZ,"AVENIDA AREIA BRANCA, 1428",SANTA CRUZ,21)23942766/32927862,cfjac.cap53@gmail.com,7 às 18h,7 às 12h,A,CLINICA DA FAMILIA,2010/08/08 03:00:00+00,,6581994,27a767ff-c9c8-4f57-86ff-bd7a6893da76
-4813368.5956,-2631418.7319,958,2280205,SMS CMS RODOLPHO PERISSE / VIDIGAL - AP 21,21,6 - LAGOA,"AV. PRESIDENTE JOAO GOULART, 735",VIDIGAL,21-38744002,sfvidigal@vivario.or.br,8 às 17h,-,B,CMS,1985/09/02 03:00:00+00,,2280205,36be4667-b0ff-403e-8aa6-bd7aa65050d7
-4817370.1207,-2617246.1737,959,6919626,SMS CF SERGIO NICOLAU AMIN - AP 32,32,12 - INHAUMA,"PRACA DA CONFEDERACAO SUICA, S/N",DEL CASTILHO,(21) 3277-4010,sergionicolauamin@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/12/20 02:00:00+00,,6919626,bbdab0c1-4f11-4b9d-9bdc-bdbbe924e206
-4824299.695,-2617198.3665,960,7113137,SMS CAPSI HEITOR VILLA LOBOS - AP 33,33,15 - MADUREIRA,"RUA PADRE MANSO, S/N",MADUREIRA,30182201,raquelpadova@gmail.com,8 às 18h,-,-,CAPS,2012/07/07 03:00:00+00,,7113137,08f6bf73-f07c-494f-88c0-bec95ee3a6ad
-4846937.9038,-2632914.2649,961,2270293,SMS CMS RAUL BARROSO - AP 52,52,26 - GUARATIBA,"AV ROBERTO BURLE MAX, S/N",GUARATIBA,(21)34273148,ger.ilhadeguaratiba.cap52@iabas.org.br,7 às 18h,8 às 12h,B,CMS,1981/07/31 03:00:00+00,,2270293,ca0f739d-c4a5-4a65-91f6-c3d1b1da4931
-4813520.9353,-2619936.9695,962,2270242,SMS HOSPITAL MUNICIPAL BARATA RIBEIRO AP. 1.0,10,7 - SAO CRISTOVAO,"RUA VISCONDE DE NITEROI, 1450",MANGUEIRA,2122841812,hmbribeiro@rio.rj.gov.br,24h,24h,-,HOSPITAL,1948/03/11 03:00:00+00,,2270242,7d581638-54c5-4efb-956e-c3fa472b3393
-4839587.2484,-2615605.8282,963,5546591,SMS CF MARIA JOSE DE SOUSA BARBOSA - AP 51,51,17 - BANGU,"ESTRADA DO TAQUARAL, 100",BANGU,3462-7686,cfmariajosedesousabarbosa@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2015/05/09 03:00:00+00,,5546591,01b83976-e0e1-4a4c-9a9c-c42e2411a5ba
-4822528.9283,-2630831.3947,964,265233,SMS CF PADRE MARCOS VINICIO MIRANDA VIEIRA - AP 40,40,24 - BARRA DA TIJUCA,ESTRADA DO ITANHANGA S/N ITANHANGA,ITANHANGA, , ,7 às 17h,-,A,CF,2011/05/01 03:00:00+00,,265233,909d428d-3494-4f65-af1b-c461ce0d0f11
-4825542.0848,-2612248.886,965,9078983,SMS CF CYPRIANO DAS CHAGAS MEDEIROS - AP 33,33,25 - PAVUNA,"RUA JUMIRIM, 87",COELHO NETO,34504311,cfcyprianocm@hotmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/09/28 03:00:00+00,,9078983,da1b6ac0-1389-49c7-bc6a-c536c374ddef
-4809213.7811,-2621043.0394,966,6023983,SMS CSE SAO FRANCISCO DE ASSIS - AP 10,10,3 - RIO COMPRIDO,"RUA AFONSO CAVALCANTI, 20",CIDADE NOVA,(21) 3938-4449,psf@hesfa.ufrj.br,7 às 17h,-,B,CMS,2011/03/14 03:00:00+00,,6023983,343fbdb7-bb00-41b5-969e-c58744da4378
-4819111.8257,-2621261.3351,967,2280248,SMS MATERNIDADE CARMELA DUTRA AP 32,32,13 - MEIER,"RUA AQUIDABA, 1037",LINS DE VASCONCELOS,(21) 31116766,hmatcdutra@rio.rj.gov.br,24h,24h,-,HOSPITAL,1949/11/15 02:00:00+00,,2280248,e7bb3c44-8dcd-41ae-8958-c5ad2b3de67d
-4825639.7362,-2614155.8609,968,2269732,SMS CMS CARMELA DUTRA - AP 33,33,15 - MADUREIRA,"AV. DOS ITALIANOS, 480",ROCHA MIRANDA,21 30152879,pcdutra@rio.rj.gov.br,7 às 18h,8 às 12h,C,CMS,2001/11/30 02:00:00+00,,2269732,4d28eec5-e42a-4f2d-8293-c62348bad205
-4825121.3349,-2615900.2931,969,7656106,SMS CAPS AD III PAULO DA PORTELA - AP 33,33,15 - MADUREIRA,"RUA PIRAPORA, 69",TURIACU,24522130,kesiakre@hotmail.com,24h,24h,-,CAPS,2015/07/02 03:00:00+00,,7656106,3d4b0829-fa9f-432c-82ae-c67df0db6557
-4821171.3411,-2610686.5453,970,7985657,SMS CF EIDIMIR THIAGO DE SOUZA - AP 31,31,31 - VIGARIO GERAL,"RUA CORDOVIL, 1242",CORDOVIL,21 3352-3666,cfeidimirthiagosouza@vivario.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/06/10 03:00:00+00,,7985657,6e6cb667-1f47-4d48-bec1-c7cbccea2149
-4829933.4658,-2624363.9568,971,7080522,SMS CAPS AD III ANTONIO CARLOS MUSSUM - AP 40,40,16 - JACAREPAGUA,"AVENIDA SAMPAIO CORREA, 0",TAQUARA,975581190 - 34128356,capsad_acm@hotmail.com,24h,24h,-,CAPS,2012/08/11 03:00:00+00,,7080522,f408d769-29a8-4dff-af25-c868395764d4
-4859177.7288,-2622401.8538,972,2806320,SMS CMS SAVIO ANTUNES / ANTARES - AP 53,53,19 - SANTA CRUZ,"AVENIDA HERMINIA AURELIO SAMPAIO, 105",PACIENCIA,(21)33173185,cmssa.cap53@gmail.com,7 às 18h,7 às 12h,B,CMS,1985/11/01 03:00:00+00,,2806320,6f9fdd56-f8aa-489c-9850-c87871a3f89f
-4826989.0037,-2613692.0274,973,6974708,SMS CF MAESTRO CELESTINO - AP 33,33,15 - MADUREIRA,"RUA LOURENCO MARQUES, 70",MARECHAL HERMES,21 30174920,maestrocelestinopalmeirinha@gmail.com,7 às 18h,-,A,CLINICA DA FAMILIA,2012/05/05 03:00:00+00,,6974708,4a9c2088-f418-4486-9eff-caa40d48dc1a
-4856758.5884,-2622120.626,974,6618863,SMS CF HELANDE DE MELLO GONCALVES - AP 53,53,19 - SANTA CRUZ,"ESTRADA DE PACIENCIA, S/N",PACIENCIA,(21)33953020,cfhmg.cap53@gmail.com,7 às 18h,7 às 12h,A,CLINICA DA FAMILIA,2010/08/22 03:00:00+00,,6618863,03c3cb3b-a126-4c59-8fcb-cb42d02c4de2
-4860671.3865,-2621032.7801,975,6559735,SMS CF LENICE MARIA MONTEIRO COELHO - AP 53,53,19 - SANTA CRUZ,"RUA JOSE CARLOS MATTA MACHADO, S/N",SANTA CRUZ,(21)34840882,cflmmc.cap53@gmail.com,7 às 18h,7 às 12h,A,CLINICA DA FAMILIA,2010/06/13 03:00:00+00,,6559735,f87c11d7-7387-4a0e-a880-cbcde131890d
-4816622.9063,-2615665.7051,976,6527027,SMS CAPS JOAO FERREIRA SILVA FILHO - AP 31,31,29 - COMPLEXO DO ALEMAO,"ESTRADA DO ITARARE, 951",COMPLEXO DO ALEMAO,2270-8688,capsjoaoferreira@vivario.org.br,24h,24h,-,CAPS,2010/06/02 03:00:00+00,,6527027,a1eb17d3-56cd-4429-884f-cbf44cda4fe2
-4817652.0141,-2627916.6129,977,2280280,SMS CMS NICOLA ALBANO - AP 22,22,8 - TIJUCA,"RUA BOA VISTA, 190",ALTO DA BOA VISTA,24848312,gerencia.altodaboavista@gmail.com,7 às 17h,-,B,CMS,1960/01/31 02:00:00+00,,2280280,85ee38bc-6717-4f8c-aca2-cc7c7c404a74
-4853710.135,-2622803.3138,978,2270323,SMS CMS ADAO PEREIRA NUNES - AP 52,52,18 - CAMPO GRANDE,"RUA FLORESTAL, S/N",INHOAIBA,(21)24096691,ger.vilarcarioca.cap52@iabas.org.br,7 às 18h,8 às 12h,B,CMS,2005/10/05 03:00:00+00,,2270323,d306a063-1730-4c79-8e42-ccd363e867da
-4823131.619,-2614031.8995,979,2269295,SMS CMS CLEMENTINO FRAGA - AP 33,33,14 - IRAJA,"RUA CAICARA, 514",IRAJA,21 2482-7115,direcaocmscf@gmail.com,7 às 18h,8 às 12h,C,CMS,1977/03/29 03:00:00+00,,2269295,732877d0-edbd-4a99-8530-cd119d098eb3
-4809137.9929,-2621680.2522,980,9080163,SMS CF MEDALHISTA OLIMPICO RICARDO LUCARELLI SOUZA AP 10,10,3 - RIO COMPRIDO,"RUA FREI CANECA, S/N",ESTACIO,(21) 3852- 5187,cfmrlucarelli@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/11/06 02:00:00+00,,9080163,69b7790d-ace4-4b23-a33f-cd2715e04b63
-4838548.1007,-2618513.3871,981,193089,SMS CF CRISTIANI VIEIRA PINHO AP - 51,51,17 - BANGU,PRACA LEALDINA MUNIZ,BANGU,3463-0644,admkellycristina@gmail.com, , ,A,CLINICA DA FAMILIA,2011/09/08 03:00:00+00,,193089,16ae1ff1-9c9a-4f9c-af76-cd352c6c96f3
-4825155.9739,-2627608.6918,982,7892810,SMS CF BARBARA MOSLEY DE SOUZA- AP 40,40,16 - JACAREPAGUA,"AVENIDA OTAVIO MALTA, S/N",ANIL, ,ger.cfbms.cap40@iabas.org.br,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2016/03/30 03:00:00+00,,7892810,f7821edc-56ca-4990-be5b-cdc19115d3a3
-4839229.4596,-2613609.7666,983,5546583,SMS CMS CATIRI - AP 51,51,17 - BANGU,"RUA TRES MARIAS, S/N",BANGU,2403-3686,smsusf.catiri@gmail.com,7 às 18h,-,B,CMS,2007/09/07 03:00:00+00,,5546583,d76b5aee-c389-4c46-a7fb-cfd4cfe19a43
-4837623.4877,-2616054.0464,984,6023916,SMS CF FIORELLO RAYMUNDO - AP 51,51,17 - BANGU,"RUA ACAFRAO, S/N",BANGU,3468-8516,cffiorelloraymundo@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/02/28 03:00:00+00,,6023916,5fe3ef46-1a90-4991-9749-cfe29cfcefa3
-4813789.6806,-2620091.5851,985,6023975,SMS CF DONA ZICA - AP 10,10,13 - MEIER,"RUA JOAO RODRIGUES, 43",SAO FRANCISCO XAVIER,2218-3351,cfdzica@gmail.com,7 às 17h,8 às 12h,A,CLINICA DA FAMILIA,2010/02/05 02:00:00+00,,6023975,9da6d37c-517b-4093-b9cb-d034ae700fd5
-4806517.6145,-2610387.0326,986,2280779,SMS CMS NECKER PINTO - AP 31,31,20 - ILHA DO GOVERNADOR,"ESTRADA RIO JEQUIA, 428",CACUIA,(21)33675199,cmsnpinto@rio.rj.gov.br,7 às 17h,8 às 12h,C,CMS,1975/05/26 03:00:00+00,,2280779,05aec3e6-7d85-41e0-b7df-d0916c4e0f80
-4844057.7461,-2616766.7634,987,7036884,SMS CF SONIA MARIA FERREIRA MACHADO - AP 52,52,18 - CAMPO GRANDE,"ESTRADA DA POSSE, S/N",SANTISSIMO,(21)2403-1583,ger.smfm.cap52@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2012/07/05 03:00:00+00,,7036884,e2d0cdcf-b3a5-43ad-a1eb-d2a2928f9918
-4834782.059,-2618429.0442,988,9311661,SMS CF ROMULO CARLOS TEIXEIRA - AP 51,51,33 - REALENGO,"PRACA MAROBA, S/N",REALENGO, ,cfromulocarlos@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2017/09/11 03:00:00+00,,9311661,876035a7-e752-42be-a415-d47478115659
-4832130.4647,-2611952.0378,989,6761704,SMS CF MARIA DE AZEVEDO RODRIGUES PEREIRA - AP 33,33,22 - ANCHIETA,"PRACA PROFESSORA SANTINHA, S/N",PARQUE ANCHIETA,21 30196181,cf.santinha@gmail.com,7 às 18h,8 às 12h,A,CLINICA DA FAMILIA,2011/06/30 03:00:00+00,,6761704,765f59e9-369c-43e3-bcf6-d57570be5a09
